Dataset,Theme,Categories,SubCategories,URL,Date_of_check
"International Visitor Arrivals By Inbound Tourism Markets, (Land)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550031,31/03/2024 12:08:59
"International Visitor Arrivals By Inbound Tourism Markets, (Sea)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550021,31/03/2024 12:08:59
International Visitor Arrivals By Length Of Stay,Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550071,31/03/2024 12:08:59
"Number Of Visitor Days, (At End Of Period)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550281,31/03/2024 12:08:59
Outbound Departures Of Singapore Residents By Mode Of Transport,Industry,Tourism,Outbound Departures of Singapore Residents,https://tablebuilder.singstat.gov.sg/table/TS/M650661,31/03/2024 12:08:59
Tourism Receipts By Major Components (Year-To-Date),Industry,Tourism,Tourism Receipts,https://tablebuilder.singstat.gov.sg/table/TS/M550371,31/03/2024 12:08:59
Air Cargo Discharged By Region/Country Of Origin,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651221,31/03/2024 12:08:59
Air Cargo Loaded By Region/Country Of Destination,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651231,31/03/2024 12:08:59
Air Passenger Arrivals By Region/Country Of Embarkation,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M650051,31/03/2024 12:08:59
Air Passenger Departures By Region/Country Of Disembarkation,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M650041,31/03/2024 12:08:59
"Civil Aircraft Arrivals And Departures, Passengers, Air Cargo Tonnage, Direct And Transhipment Tonnage And Mail - Changi Airport",Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M650031,31/03/2024 12:08:59
Low-Value Goods Received Through Singapore's Air Cargo Checkpoints,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651491,31/03/2024 12:08:59
Scheduled Aircraft And Transit Passengers,Industry,Transport,Air Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651521,31/03/2024 12:08:59
Age Distribution Of Cars (End Of Period),Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650691,31/03/2024 12:08:59
Car Population By CC Rating (End Of Period),Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650681,31/03/2024 12:08:59
Causes Of Accidents By Severity Of Injury Sustained,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M651361,31/03/2024 12:08:59
Death Rate Due To Road Traffic Injuries,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M651421,31/03/2024 12:08:59
Motor Vehicle Population By Type Of Vehicle (End Of Period),Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650271,31/03/2024 12:08:59
"Motor Vehicle Population Under Vehicle Quota System, (As At End Of Period)",Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650341,31/03/2024 12:08:59
"Motor Vehicle Quota, Quota Premium And Prevailing Quota Premium",Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M651121,31/03/2024 12:08:59
Motor Vehicles De-Registered Under Vehicle Quota System,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650291,31/03/2024 12:08:59
New Registration Of Motor Vehicles Under Vehicle Quota System,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650281,31/03/2024 12:08:59
Public Transport Operation And Ridership,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M651351,31/03/2024 12:08:59
Qualified Licence Holders By Class Of Licence,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M651371,31/03/2024 12:08:59
Road Traffic Accident Casualties,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650331,31/03/2024 12:08:59
Vehicles Involved In Fatal And Injury Road Traffic Accidents By Type Of Vehicle,Industry,Transport,Land Transport (including MRT and LRT),https://tablebuilder.singstat.gov.sg/table/TS/M650311,31/03/2024 12:08:59
Public Roads (End Of Period),Industry,Transport,Public Roads,https://tablebuilder.singstat.gov.sg/table/TS/M650321,31/03/2024 12:08:59
Cruise Ships And Passenger Throughput Volume,Industry,Transport,Sea Transport,https://tablebuilder.singstat.gov.sg/table/TS/M550381,31/03/2024 12:08:59
Sea Cargo And Shipping Statistics,Industry,Transport,Sea Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651101,31/03/2024 12:08:59
Sea Passenger Handled,Industry,Transport,Sea Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651461,31/03/2024 12:08:59
Vessel Arrivals By Purpose,Industry,Transport,Sea Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651391,31/03/2024 12:08:59
Vessel Arrivals By Type,Industry,Transport,Sea Transport,https://tablebuilder.singstat.gov.sg/table/TS/M651381,31/03/2024 12:08:59
Singapore's Direct Equity Investment Abroad By Destination Economy (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M082271,31/03/2024 12:08:59
Singapore's Direct Investment Abroad By Destination Economy (Stock As At Year End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M084431,31/03/2024 12:08:59
Singapore's Direct Investment Abroad By Destination Economy And Industry Abroad (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M081971,31/03/2024 12:08:59
Singapore's Direct Investment Abroad By Destination Economy And Industry Of Investor In Singapore (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M082051,31/03/2024 12:08:59
Singapore's Direct Investment Abroad (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M082221,31/03/2024 12:08:59
Singapore's Direct Investment Abroad By Industry Abroad (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M084441,31/03/2024 12:08:59
Singapore's Direct Investment Abroad By Industry Of Investor In Singapore And Industry Abroad (Stock As At Year-End),Trade & Investment,Direct Investment Abroad (DIA),Singapore's Direct Investment Abroad (DIA) and Direct Equity Investment Abroad,https://tablebuilder.singstat.gov.sg/table/TS/M082121,31/03/2024 12:08:59
Statistics Of Foreign Affiliates In Singapore,Trade & Investment,Foreign Affiliates Statistics,Foreign Affiliates in Singapore,https://tablebuilder.singstat.gov.sg/table/TS/M085781,31/03/2024 12:08:59
Statistics Of Foreign Affiliates In Singapore By Major Industry,Trade & Investment,Foreign Affiliates Statistics,Foreign Affiliates in Singapore,https://tablebuilder.singstat.gov.sg/table/TS/M085791,31/03/2024 12:08:59
Principal Statistics Of Foreign Direct Investment In Singapore,Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M083791,31/03/2024 12:08:59
Foreign Direct Investment In Singapore By Source Economy (Stock As At Year-End),Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M083801,31/03/2024 12:08:59
Foreign Direct Investment In Singapore By Industry (Stock As At Year-End),Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M084831,31/03/2024 12:08:59
Foreign Direct Investment In Singapore By Source Economy And Major Industry (Stock As At Year-End),Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M083811,31/03/2024 12:08:59
Foreign Direct Equity Investment In Singapore By Source Economy (Stock As At Year-End),Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M083011,31/03/2024 12:08:59
Foreign Direct Equity Investment In Singapore By Industry (Stock As At Year-End),Trade & Investment,Foreign Direct Investment (FDI),Foreign Direct Investment (FDI) and Foreign Direct Equity Investment,https://tablebuilder.singstat.gov.sg/table/TS/M084811,31/03/2024 12:08:59
Income Of Foreign Direct Investment In Singapore By Source Economy (During The Year),Trade & Investment,Foreign Direct Investment (FDI),Income of FDI and Return on FDI,https://tablebuilder.singstat.gov.sg/table/TS/M083901,31/03/2024 12:08:59
Income Of Foreign Direct Investment In Singapore By Industry (During The Year),Trade & Investment,Foreign Direct Investment (FDI),Income of FDI and Return on FDI,https://tablebuilder.singstat.gov.sg/table/TS/M084871,31/03/2024 12:08:59
Return On Foreign Direct Investment In Singapore By Source Economy (During The Year),Trade & Investment,Foreign Direct Investment (FDI),Income of FDI and Return on FDI,https://tablebuilder.singstat.gov.sg/table/TS/M084001,31/03/2024 12:08:59
Return On Foreign Direct Investment In Singapore By Industry (During The Year),Trade & Investment,Foreign Direct Investment (FDI),Income of FDI and Return on FDI,https://tablebuilder.singstat.gov.sg/table/TS/M084911,31/03/2024 12:08:59
Investment Commitments In Manufacturing And Services (Fixed Assets Investments) By Country Of Origin,Trade & Investment,Investment Commitments,Fixed Assets Investments,https://tablebuilder.singstat.gov.sg/table/TS/M085601,31/03/2024 12:08:59
Investment Commitments In Manufacturing And Services (Fixed Assets Investments) By Industry,Trade & Investment,Investment Commitments,Fixed Assets Investments,https://tablebuilder.singstat.gov.sg/table/TS/M085721,31/03/2024 12:08:59
Investment Commitments In Manufacturing And Services (Fixed Assets Investments) By Industry Cluster,Trade & Investment,Investment Commitments,Fixed Assets Investments,https://tablebuilder.singstat.gov.sg/table/TS/M085621,31/03/2024 12:08:59
Domestic Exports By Commodity Division,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451041,31/03/2024 12:08:59
Domestic Exports By Commodity Group,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451071,31/03/2024 12:08:59
Domestic Exports Of Major Non-Oil Products,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M450981,31/03/2024 12:08:59
Merchandise Exports By Commodity Division,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451031,31/03/2024 12:08:59
Merchandise Exports By Commodity Group,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451061,31/03/2024 12:08:59
Merchandise Exports Of Machinery And Equipment,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451121,31/03/2024 12:08:59
Re-Exports By Commodity Division,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451091,31/03/2024 12:08:59
Re-Exports Of Machinery And Equipment,Trade & Investment,Merchandise Trade,Exports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451131,31/03/2024 12:08:59
Domestic Exports By Area,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450601,31/03/2024 12:08:59
Domestic Exports By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450101,31/03/2024 12:08:59
Domestic Exports Of Animal And Vegetable Oils By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450251,31/03/2024 12:08:59
Domestic Exports Of Beverages And Tobacco By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450221,31/03/2024 12:08:59
Domestic Exports Of Chemicals And Chemical Products By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450261,31/03/2024 12:08:59
Domestic Exports Of Crude Materials By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450231,31/03/2024 12:08:59
Domestic Exports Of Food By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450211,31/03/2024 12:08:59
Domestic Exports Of Machinery And Equipment By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450281,31/03/2024 12:08:59
Domestic Exports Of Manufactured Goods By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450271,31/03/2024 12:08:59
Domestic Exports Of Miscellaneous Manufactures By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450291,31/03/2024 12:08:59
Domestic Exports Of Miscellaneous Transactions Nes By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450301,31/03/2024 12:08:59
Domestic Exports Of Oil By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450241,31/03/2024 12:08:59
